TITLE = "Blade_9505.0_pitch_28.0_AoA_5.0"
VARIABLES = "R_middle" "X_mean" "Y_mean" "Z_mean" "Tx_fR" "Ty_fR" "Tz_fR" "Ft_fR" "Fr_fR" "F1P_fR" "Mx_fR" "My_fR" "Mz_fR" 
ZONE T="Blade_9505.0_pitch_28.0_AoA_5.0", I=45, J=1, K=1, F=BLOCK
 -1.637420613e-01 -1.673737132e-01 -1.710045225e-01 -1.746309369e-01 -1.782510025e-01 -1.818682471e-01
 -1.854849369e-01 -1.891017695e-01 -1.927152367e-01 -1.963244062e-01 -1.998366074e-01  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -1.427351320e-03 -1.862627782e-03 -2.445875858e-03 -3.160021856e-03 -3.987049389e-03 -4.911392572e-03
 -5.935351329e-03 -7.016884400e-03 -8.137397998e-03 -9.269733098e-03 -1.037613678e-02 -1.141120631e-02
 -1.228755261e-02 -1.288684760e-02 -1.312804608e-02 -1.295481108e-02 -1.240612039e-02 -1.144984748e-02
 -1.027889631e-02 -9.045225310e-03 -7.798656146e-03 -6.539656165e-03 -5.267137187e-03 -3.986654740e-03
 -2.696082742e-03 -1.395411677e-03 -8.559922819e-05  1.232544369e-03  2.557361945e-03  3.886257990e-03
  5.221113716e-03  6.561579197e-03  7.907084236e-03  9.256097281e-03  1.060719815e-02  1.196100310e-02
  1.331761135e-02  1.467701527e-02  1.603807147e-02  1.739958282e-02  1.850242309e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  1.648491963e-01 -3.106585900e-02 -5.552819600e-01 -1.159515879e+00 -1.568543286e+00 -1.799425851e+00
 -1.794376014e+00 -1.646864496e+00 -1.360732218e+00 -9.185211278e-01 -3.767729261e-01  2.260376664e-01
  4.281675893e-01  4.843867492e-01  5.391243022e-01  6.031898429e-01  6.248340111e-01  7.190674153e-01
  7.337884776e-01  7.446350935e-01  7.381908601e-01  7.305606242e-01  7.181658747e-01  6.979024137e-01
  6.803050064e-01  6.577739797e-01  6.303994693e-01  5.981425724e-01  5.566498147e-01  5.158313495e-01
  4.727364772e-01  4.261529847e-01  3.756432983e-01  3.171062654e-01  2.589534967e-01  2.026256105e-01
  1.442963916e-01  8.648222696e-02  2.436700698e-02 -3.013724229e-02  2.161424071e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -3.699294336e-01 -7.481362998e-02  1.412182393e+00  3.356292260e+00  4.835059448e+00  5.901065688e+00
  6.377964847e+00  6.274776292e+00  5.653761098e+00  4.459778039e+00  2.815141664e+00  1.072295807e+00
  6.581251863e-01  6.699106772e-01  6.456611245e-01  5.503998435e-01  5.822840190e-01  3.235563760e-01
  3.098079504e-01  2.833713947e-01  2.937827292e-01  2.945421571e-01  2.953201320e-01  2.935899023e-01
  2.936085526e-01  2.933502748e-01  2.929961111e-01  2.935959180e-01  2.935182565e-01  2.957919848e-01
  2.995547907e-01  3.035027953e-01  3.094686783e-01  3.176810459e-01  3.282196956e-01  3.392563560e-01
  3.517275759e-01  3.649808287e-01  3.802594657e-01  3.932161369e-01 -4.900833827e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -1.203510507e-01 -1.326544274e-01 -1.587260721e-01 -1.869759327e-01 -2.389413848e-01 -2.910743700e-01
 -2.963395945e-01 -3.442218597e-01 -3.955447442e-01 -4.428585906e-01 -4.870919741e-01 -5.337131826e-01
 -5.814322431e-01 -6.307319995e-01 -6.824811439e-01 -7.348990820e-01 -7.853781454e-01 -8.422241338e-01
 -8.967004060e-01 -9.476642529e-01 -9.917219321e-01 -1.029717201e+00 -1.062412763e+00 -1.085707321e+00
 -1.106350151e+00 -1.117805601e+00 -1.119637406e+00 -1.111650661e+00 -1.089247179e+00 -1.060659932e+00
 -1.023149250e+00 -9.742914503e-01 -9.138436384e-01 -8.357725850e-01 -7.512780682e-01 -6.618896680e-01
 -5.622796197e-01 -4.583839463e-01 -3.427222414e-01 -2.395434799e-01 -1.206730959e-01  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  2.749290053e-02 -5.469315214e-02 -4.852415331e-02  1.574375555e-02  9.023640757e-02  1.855087987e-01
  3.088896092e-01  3.863077819e-01  4.409446326e-01  4.783658898e-01  4.863503635e-01  5.352154736e-01
  6.039440362e-01  6.610927491e-01  7.069158762e-01  7.408379729e-01  7.728113034e-01  7.840618319e-01
  7.941827958e-01  7.962648005e-01  7.937556587e-01  7.870017227e-01  7.757754105e-01  7.563184785e-01
  7.399960164e-01  7.189933982e-01  6.934791635e-01  6.638162736e-01  6.253868328e-01  5.885473208e-01
  5.502568108e-01  5.089213432e-01  4.648395423e-01  4.143357039e-01  3.652468767e-01  3.182035308e-01
  2.700380993e-01  2.228193641e-01  1.726120951e-01  1.286368286e-01  3.481302277e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  4.040633413e-01  5.975638824e-02 -1.516655060e+00 -3.550905087e+00 -5.082320857e+00 -6.166530315e+00
 -6.618368989e+00 -6.475781535e+00 -5.798463120e+00 -4.528185872e+00 -2.798293006e+00 -9.562717816e-01
 -5.017049398e-01 -4.963539215e-01 -4.558544120e-01 -3.434196737e-01 -3.636411824e-01 -8.362846381e-02
 -6.082912784e-02 -2.726054559e-02 -3.443823725e-02 -3.319934264e-02 -3.389271707e-02 -3.528694972e-02
 -3.777273590e-02 -4.206525162e-02 -4.834109797e-02 -5.762859444e-02 -7.002351391e-02 -8.477576680e-02
 -1.021287995e-01 -1.213234502e-01 -1.442322789e-01 -1.726370614e-01 -2.034202573e-01 -2.343043451e-01
 -2.676063550e-01 -3.017311914e-01 -3.396999807e-01 -3.727998793e-01  5.356184674e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  4.049975844e-01  8.100720231e-02  1.517431107e+00  3.550939989e+00  5.083121866e+00  6.169320031e+00
  6.625573248e+00  6.487293749e+00  5.815204787e+00  4.553383491e+00  2.840243022e+00  1.095860996e+00
  7.851472763e-01  8.266866627e-01  8.411499872e-01  8.165647398e-01  8.540914590e-01  7.885091478e-01
  7.965089428e-01  7.967313034e-01  7.945023838e-01  7.877016617e-01  7.765154241e-01  7.571412086e-01
  7.409594347e-01  7.202228767e-01  6.951620042e-01  6.663130645e-01  6.292948300e-01  5.946216271e-01
  5.596542232e-01  5.231828678e-01  4.867019112e-01  4.488625964e-01  4.180730582e-01  3.951607434e-01
  3.801759281e-01  3.750868978e-01  3.810393841e-01  3.943693493e-01  5.356297808e+00  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -1.304577618e-02 -2.146005425e-02 -2.037106555e-02 -1.284906291e-02  6.783446043e-04  1.852869708e-02
  3.453258659e-02  5.083700127e-02  6.220285073e-02  6.531931301e-02  5.737012774e-02  4.896611965e-02
  5.698350884e-02  7.111864003e-02  8.517963565e-02  9.753934364e-02  1.113332194e-01  1.218173833e-01
  1.316539729e-01  1.408899955e-01  1.495705349e-01  1.577282575e-01  1.653844029e-01  1.719261218e-01
  1.781570915e-01  1.831252406e-01  1.866773267e-01  1.886799920e-01  1.883334663e-01  1.867182789e-01
  1.833477254e-01  1.777432641e-01  1.697212506e-01  1.580918622e-01  1.446324952e-01  1.295738218e-01
  1.118932506e-01  9.261403674e-02  7.021166827e-02  4.937936521e-02  1.197803059e-01  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
 -6.622544314e-03 -9.610748626e-03 -1.112846421e-02 -1.075114843e-02 -8.024611362e-03 -4.894885582e-03
 -2.895984588e-03  5.644265413e-04  2.932138763e-03  3.315236422e-03  1.147347591e-03 -2.052547668e-03
 -1.382694073e-03  1.364662735e-03  4.730466385e-03  8.236774586e-03  1.261689944e-02  1.678466077e-02
  2.086616365e-02  2.517344455e-02  2.952709137e-02  3.393337656e-02  3.830729972e-02  4.227009777e-02
  4.646716131e-02  5.035235420e-02  5.381235669e-02  5.674197492e-02  5.863445616e-02  6.017236281e-02
  6.104454425e-02  6.096166367e-02  5.981082333e-02  5.698361429e-02  5.329922002e-02  4.883777503e-02
  4.305167015e-02  3.636368203e-02  2.810004176e-02  2.040300897e-02  5.193148335e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
  7.414203091e-03  9.229253667e-03  1.214997378e-02  1.565654333e-02  1.862223819e-02  2.238834350e-02
  2.856141116e-02  3.309597476e-02  3.798672874e-02  4.339945491e-02  4.913230647e-02  5.534907622e-02
  6.114755243e-02  6.614341468e-02  7.095871214e-02  7.556963867e-02  7.959970682e-02  8.383649141e-02
  8.850431808e-02  9.281050478e-02  9.649558800e-02  9.954570449e-02  1.018973994e-01  1.029763186e-01
  1.042466728e-01  1.046186696e-01  1.040597254e-01  1.025734805e-01  9.935084197e-02  9.598397973e-02
  9.199221187e-02  8.708359008e-02  8.128145440e-02  7.385378858e-02  6.621013103e-02  5.851500033e-02
  5.017893271e-02  4.161881900e-02  3.200051031e-02  2.329043164e-02  1.149081771e-02  0.000000000e+00
  0.000000000e+00  0.000000000e+00  0.000000000e+00
